83.5
63.1
71
76.3
70.5
80.5
73.6
75.2
69.1
71.4
73.6
78.8
84.4
84.1
83.3
83.1
81.6
81.4
84
82.9
83.5
83.2
82.2
83.2
83.5
83.8
84.5
84.8
83.9
83.9
81
82.2
82.7
82.3
80.9
80.3
81.3
81.6
83.4
88.2
89.6
90.1
88.2
87
87
88.3
87.8
84.7
80.2
